,Price,Distance,Zipcode,#Bedroom,#Bathroom,#-Car Garage,Lot_size,Property_count,Suburb_indexed,Type_indexed,Region_name_indexed
27,285000.0,37.5,3340.0,3.0,1.0,2.0,612.0,2871.0,291.0,0.0,7.0
28,286000.0,6.2,3039.0,1.0,1.0,1.0,114.0,6232.0,18.0,1.0,2.0
29,286000.0,10.1,3163.0,1.0,1.0,1.0,314.0,7822.0,28.0,1.0,0.0
30,288000.0,8.2,3012.0,1.0,1.0,1.0,628.0,5058.0,35.0,1.0,2.0
31,288000.0,12.4,3060.0,1.0,1.0,1.0,69.0,5070.0,29.0,1.0,1.0
32,288000.0,13.1,3128.0,1.0,1.0,1.0,774.0,4605.0,71.0,1.0,3.0
33,290000.0,6.4,3183.0,1.0,1.0,1.0,880.0,2952.0,189.0,1.0,0.0
34,290000.0,8.1,3161.0,1.0,1.0,1.0,952.0,6923.0,144.0,1.0,0.0
35,292000.0,11.1,3025.0,2.0,1.0,1.0,153.0,5132.0,69.0,1.0,2.0
36,295000.0,8.7,3162.0,1.0,1.0,1.0,811.0,5051.0,99.0,1.0,0.0
37,295000.0,31.7,3337.0,3.0,1.0,4.0,600.0,3600.0,192.0,0.0,7.0
38,300000.0,13.9,3020.0,2.0,1.0,1.0,74.0,2185.0,101.0,2.0,2.0
39,300000.0,29.8,3338.0,3.0,1.0,1.0,585.0,4718.0,158.0,0.0,7.0
40,301000.0,4.3,3032.0,1.0,1.0,1.0,887.0,4918.0,43.0,1.0,2.0
41,302500.0,14.7,3030.0,2.0,1.0,2.0,471.0,16166.0,79.0,1.0,2.0
42,305000.0,6.4,3011.0,1.0,1.0,1.0,59.0,7570.0,32.0,1.0,2.0
43,305000.0,6.4,3011.0,2.0,1.0,1.0,47.0,7570.0,32.0,1.0,2.0
44,305000.0,8.8,3072.0,1.0,1.0,1.0,41.0,14577.0,2.0,1.0,1.0
45,305000.0,24.7,3175.0,2.0,1.0,1.0,141.0,8322.0,166.0,1.0,4.0
46,310000.0,7.5,3040.0,1.0,1.0,1.0,1715.0,1543.0,102.0,1.0,2.0
47,310000.0,8.0,3040.0,1.0,1.0,1.0,845.0,9264.0,5.0,1.0,2.0
48,310000.0,14.0,3047.0,2.0,1.0,1.0,171.0,4294.0,135.0,1.0,1.0
49,310000.0,14.0,3047.0,3.0,1.0,1.0,595.0,2246.0,237.0,0.0,1.0
50,310000.0,20.6,3064.0,2.0,1.0,1.0,38.0,15510.0,84.0,2.0,1.0
51,312000.0,5.2,3055.0,1.0,1.0,1.0,406.0,7082.0,46.0,1.0,1.0
52,315000.0,3.3,3141.0,1.0,1.0,0.0,14500.0,14887.0,44.0,1.0,0.0
53,315000.0,5.2,3056.0,1.0,1.0,1.0,1403.0,11918.0,4.0,1.0,1.0
54,315000.0,6.4,3011.0,2.0,1.0,1.0,882.0,7570.0,32.0,1.0,2.0
55,315000.0,13.3,3020.0,2.0,1.0,1.0,14.0,4217.0,55.0,1.0,2.0
56,315000.0,18.4,3029.0,2.0,1.0,1.0,150.0,13830.0,104.0,1.0,2.0
57,320000.0,6.1,3182.0,1.0,1.0,1.0,1036.0,13240.0,45.0,1.0,0.0
58,320000.0,6.4,3078.0,1.0,1.0,1.0,915.0,2211.0,114.0,1.0,1.0
59,320000.0,12.0,3073.0,2.0,1.0,1.0,89.0,21650.0,0.0,0.0,1.0
60,320000.0,15.0,3021.0,3.0,2.0,1.0,119.0,1202.0,153.0,0.0,2.0
61,320500.0,13.0,3046.0,2.0,1.0,1.0,3056.0,8870.0,11.0,1.0,1.0
62,323000.0,8.9,3162.0,1.0,1.0,1.0,820.0,2379.0,218.0,1.0,0.0
63,325000.0,11.2,3042.0,1.0,1.0,1.0,710.0,2291.0,47.0,1.0,2.0
64,326000.0,29.8,3338.0,3.0,1.0,1.0,611.0,4718.0,158.0,0.0,7.0
65,326500.0,8.2,3012.0,2.0,1.0,2.0,626.0,5058.0,35.0,0.0,2.0
66,327000.0,7.4,3185.0,1.0,1.0,1.0,486.0,821.0,223.0,1.0,0.0
67,328000.0,7.0,3071.0,1.0,1.0,1.0,1047.0,8870.0,27.0,1.0,1.0
68,330000.0,5.7,3078.0,1.0,1.0,1.0,60.0,2211.0,114.0,0.0,1.0
69,330000.0,8.7,3032.0,2.0,1.0,1.0,950.0,4918.0,43.0,1.0,2.0
70,330000.0,9.4,3081.0,3.0,1.0,1.0,468.0,2674.0,50.0,0.0,3.0
71,330000.0,11.2,3073.0,2.0,1.0,1.0,90.0,21650.0,0.0,1.0,1.0
72,330000.0,12.1,3046.0,2.0,1.0,1.0,249.0,2606.0,60.0,0.0,1.0
73,330000.0,31.7,3337.0,3.0,1.0,1.0,654.0,3553.0,265.0,0.0,6.0
74,332000.0,6.5,3071.0,1.0,1.0,1.0,612.0,8870.0,27.0,1.0,1.0
75,333000.0,12.4,3060.0,2.0,1.0,1.0,97.0,5070.0,29.0,1.0,1.0
76,335000.0,4.6,3122.0,1.0,1.0,1.0,3132.0,11308.0,22.0,1.0,0.0
77,335000.0,14.7,3030.0,2.0,1.0,1.0,190.0,16166.0,79.0,0.0,2.0
78,336000.0,11.2,3073.0,2.0,1.0,1.0,99.0,21650.0,0.0,1.0,1.0
79,336000.0,29.8,3338.0,3.0,1.0,1.0,580.0,4718.0,158.0,0.0,7.0
80,340000.0,10.5,3020.0,2.0,1.0,1.0,100.0,2185.0,101.0,2.0,2.0
81,340000.0,11.2,3073.0,2.0,1.0,1.0,151.0,21650.0,0.0,1.0,1.0
82,340000.0,20.6,3064.0,2.0,1.0,1.0,197.0,15510.0,84.0,2.0,1.0
83,340000.0,23.8,3335.0,2.0,1.0,0.0,609.0,538.0,306.0,0.0,2.0
84,341000.0,11.2,3073.0,1.0,1.0,1.0,125.0,21650.0,0.0,1.0,1.0
85,341000.0,29.8,3338.0,3.0,2.0,4.0,578.0,4718.0,158.0,0.0,7.0
86,341500.0,4.3,3032.0,2.0,1.0,1.0,16000.0,1052.0,232.0,1.0,2.0
87,345000.0,2.6,3121.0,1.0,1.0,1.0,8223.0,14949.0,3.0,1.0,1.0
88,345000.0,9.2,3146.0,1.0,1.0,1.0,745.0,10412.0,8.0,2.0,0.0
89,345000.0,31.7,3337.0,4.0,1.0,0.0,651.0,3553.0,265.0,0.0,6.0
90,346000.0,6.1,3182.0,1.0,1.0,1.0,678.0,13240.0,45.0,1.0,0.0
91,346000.0,11.4,3163.0,1.0,1.0,1.0,60.0,7822.0,28.0,1.0,0.0
92,347500.0,29.8,3338.0,4.0,2.0,1.0,587.0,4718.0,158.0,0.0,7.0
93,348000.0,24.7,3175.0,2.0,1.0,0.0,156.0,10894.0,182.0,1.0,4.0
94,350000.0,8.0,3040.0,1.0,1.0,1.0,46.0,9264.0,5.0,0.0,2.0
95,350000.0,11.2,3073.0,1.0,1.0,2.0,96.0,21650.0,0.0,1.0,1.0
96,350000.0,11.2,3073.0,2.0,1.0,1.0,102.0,21650.0,0.0,1.0,1.0
97,350000.0,14.5,3047.0,3.0,1.0,2.0,600.0,851.0,127.0,0.0,1.0
98,350000.0,18.4,3029.0,3.0,1.0,1.0,466.0,10160.0,205.0,0.0,2.0
99,351000.0,12.0,3073.0,1.0,1.0,1.0,168.0,21650.0,0.0,0.0,1.0
100,352500.0,5.3,3070.0,1.0,1.0,1.0,1279.0,11364.0,10.0,1.0,1.0
101,352500.0,9.2,3012.0,2.0,1.0,1.0,15100.0,3873.0,38.0,1.0,2.0
102,353000.0,4.3,3032.0,2.0,1.0,1.0,4977.0,4918.0,43.0,1.0,2.0
103,354000.0,6.1,3182.0,1.0,1.0,1.0,1659.0,13240.0,45.0,1.0,0.0
104,355000.0,2.4,3121.0,1.0,1.0,0.0,1082.0,14949.0,3.0,1.0,1.0
105,355000.0,4.2,3031.0,1.0,1.0,1.0,2581.0,5263.0,40.0,1.0,1.0
106,355000.0,12.9,3043.0,2.0,1.0,1.0,108.0,3296.0,200.0,2.0,2.0
107,355000.0,29.8,3338.0,4.0,2.0,1.0,766.0,4718.0,158.0,0.0,7.0
108,355000.0,31.7,3337.0,5.0,2.0,2.0,666.0,6065.0,222.0,0.0,6.0
109,357000.0,10.1,3163.0,1.0,1.0,1.0,1382.0,4442.0,58.0,1.0,0.0
110,357500.0,11.2,3073.0,2.0,1.0,1.0,129.0,21650.0,0.0,1.0,1.0
111,358000.0,2.3,3051.0,1.0,1.0,1.0,649.0,6821.0,95.0,1.0,1.0
112,360000.0,2.6,3121.0,1.0,1.0,1.0,1332.0,14949.0,3.0,1.0,1.0
113,360000.0,2.8,3000.0,1.0,1.0,1.0,1136.0,17496.0,221.0,1.0,1.0
114,360000.0,4.2,3031.0,1.0,1.0,1.0,4267.0,5263.0,40.0,1.0,1.0
115,360000.0,4.6,3122.0,1.0,1.0,1.0,6494.0,11308.0,22.0,1.0,0.0
116,360000.0,6.1,3182.0,1.0,1.0,1.0,400.0,13240.0,45.0,1.0,0.0
117,360000.0,6.4,3011.0,2.0,1.0,1.0,761.0,7570.0,32.0,1.0,2.0
118,360000.0,8.2,3012.0,2.0,1.0,1.0,92.0,5058.0,35.0,0.0,2.0
119,360000.0,9.9,3044.0,2.0,1.0,1.0,119.0,7485.0,9.0,1.0,1.0
120,360000.0,11.2,3073.0,2.0,1.0,1.0,132.0,21650.0,0.0,1.0,1.0
121,360000.0,11.2,3073.0,2.0,1.0,1.0,139.0,21650.0,0.0,1.0,1.0
122,360000.0,15.4,3131.0,1.0,1.0,1.0,76.0,4385.0,138.0,0.0,3.0
123,360000.0,17.4,3048.0,3.0,1.0,1.0,154.0,4704.0,161.0,2.0,1.0
124,361000.0,7.8,3161.0,1.0,1.0,1.0,60.0,6923.0,144.0,1.0,0.0
125,362000.0,31.7,3337.0,4.0,2.0,2.0,685.0,3553.0,265.0,0.0,6.0
126,362500.0,11.2,3046.0,1.0,1.0,1.0,124.0,8870.0,11.0,1.0,1.0
127,365000.0,5.0,3182.0,2.0,1.0,1.0,881.0,13240.0,45.0,1.0,0.0
128,365000.0,7.5,3123.0,1.0,1.0,0.0,2274.0,6482.0,36.0,1.0,0.0
129,365000.0,11.2,3073.0,2.0,1.0,1.0,360.0,21650.0,0.0,0.0,1.0
130,365000.0,12.0,3073.0,1.0,1.0,1.0,113.0,21650.0,0.0,1.0,1.0
131,365000.0,20.6,3064.0,3.0,1.0,1.0,320.0,15510.0,84.0,0.0,1.0
132,365500.0,25.9,3754.0,2.0,1.0,2.0,184.0,7254.0,240.0,0.0,6.0
133,366000.0,44.2,3756.0,3.0,1.0,1.0,502.0,3988.0,309.0,0.0,6.0
134,369000.0,7.7,3184.0,1.0,1.0,1.0,1547.0,8989.0,57.0,1.0,0.0
135,370000.0,1.2,3006.0,1.0,1.0,1.0,546.0,8400.0,177.0,1.0,0.0
136,370000.0,2.6,3121.0,1.0,1.0,1.0,502.0,14949.0,3.0,1.0,1.0
137,370000.0,2.6,3121.0,1.0,1.0,1.0,3512.0,14949.0,3.0,1.0,1.0
138,370000.0,5.2,3056.0,1.0,1.0,1.0,540.0,11918.0,4.0,1.0,1.0
139,370000.0,5.9,3055.0,2.0,1.0,1.0,2120.0,7082.0,46.0,1.0,1.0
140,370000.0,9.4,3081.0,2.0,1.0,1.0,100.0,2674.0,50.0,2.0,3.0
141,370000.0,11.4,3204.0,1.0,1.0,1.0,2029.0,3578.0,66.0,1.0,0.0
142,370000.0,13.0,3046.0,3.0,2.0,1.0,259.0,8870.0,11.0,2.0,1.0
143,370000.0,24.7,3175.0,2.0,1.0,1.0,135.0,10894.0,182.0,1.0,4.0
144,371000.0,7.5,3123.0,1.0,1.0,0.0,917.0,6482.0,36.0,1.0,0.0
145,371500.0,31.7,3337.0,3.0,2.0,0.0,582.0,6065.0,222.0,0.0,6.0
146,372000.0,14.7,3030.0,3.0,1.0,1.0,239.0,16166.0,79.0,0.0,2.0
147,373500.0,31.7,3337.0,3.0,2.0,2.0,586.0,3600.0,192.0,0.0,7.0
148,374000.0,14.0,3047.0,3.0,1.0,2.0,635.0,4294.0,135.0,0.0,1.0
149,375000.0,2.8,3000.0,1.0,1.0,0.0,1414.0,17496.0,221.0,1.0,1.0
150,375000.0,8.2,3012.0,1.0,1.0,1.0,60.0,5058.0,35.0,1.0,2.0
151,375000.0,9.2,3146.0,1.0,1.0,1.0,602.0,10412.0,8.0,1.0,0.0
152,375000.0,11.2,3073.0,2.0,1.0,1.0,101.0,21650.0,0.0,0.0,1.0
153,375000.0,19.6,3076.0,3.0,1.0,1.0,167.0,10926.0,76.0,0.0,1.0
154,375000.0,29.8,3338.0,3.0,1.0,2.0,584.0,4718.0,158.0,0.0,7.0
155,376000.0,11.2,3073.0,2.0,1.0,1.0,104.0,21650.0,0.0,1.0,1.0
156,378000.0,12.4,3060.0,2.0,1.0,1.0,215.0,5070.0,29.0,0.0,1.0
157,380000.0,4.4,3031.0,1.0,1.0,1.0,2077.0,3593.0,92.0,1.0,1.0
158,380000.0,7.7,3015.0,1.0,1.0,1.0,89.0,1223.0,118.0,1.0,2.0
159,380000.0,9.1,3015.0,2.0,1.0,1.0,78.0,984.0,152.0,1.0,2.0
160,380000.0,10.5,3186.0,1.0,1.0,1.0,1993.0,10579.0,12.0,1.0,0.0
161,380000.0,11.2,3073.0,2.0,1.0,1.0,83.0,21650.0,0.0,2.0,1.0
162,380000.0,11.2,3073.0,2.0,1.0,1.0,159.0,21650.0,0.0,0.0,1.0
163,380000.0,11.2,3073.0,2.0,1.0,1.0,220.0,21650.0,0.0,1.0,1.0
164,380000.0,11.4,3204.0,2.0,1.0,1.0,1.0,6795.0,17.0,1.0,0.0
165,380000.0,12.8,3033.0,2.0,1.0,1.0,116.0,5629.0,21.0,0.0,2.0
166,380000.0,14.5,3042.0,2.0,1.0,1.0,161.0,1119.0,140.0,2.0,2.0
167,380000.0,20.6,3064.0,3.0,1.0,1.0,372.0,5833.0,171.0,0.0,1.0
168,380500.0,14.6,3189.0,1.0,1.0,1.0,106.0,2555.0,59.0,1.0,0.0
169,380500.0,19.6,3076.0,3.0,2.0,1.0,156.0,10926.0,76.0,1.0,1.0
170,381000.0,3.6,3068.0,1.0,1.0,1.0,454.0,6244.0,48.0,1.0,1.0
171,381000.0,10.1,3163.0,1.0,1.0,1.0,2048.0,7822.0,28.0,1.0,0.0
172,382000.0,9.2,3146.0,2.0,1.0,1.0,1069.0,10412.0,8.0,1.0,0.0
173,383000.0,16.3,3075.0,2.0,1.0,2.0,138.0,8279.0,96.0,1.0,1.0
174,385000.0,8.5,3185.0,1.0,1.0,1.0,1851.0,4898.0,80.0,1.0,0.0
175,385000.0,8.8,3072.0,1.0,1.0,1.0,896.0,14577.0,2.0,1.0,1.0
176,385000.0,18.4,3029.0,2.0,1.0,1.0,206.0,5811.0,252.0,2.0,2.0
177,385000.0,29.8,3338.0,3.0,1.0,2.0,670.0,4718.0,158.0,0.0,7.0
178,385500.0,1.2,3006.0,1.0,1.0,1.0,1826.0,8400.0,177.0,1.0,0.0
179,386000.0,9.9,3044.0,2.0,1.0,1.0,111.0,7485.0,9.0,0.0,1.0
180,386000.0,14.0,3047.0,3.0,1.0,1.0,341.0,4294.0,135.0,0.0,1.0
181,386000.0,20.5,3752.0,3.0,1.0,1.0,216.0,7969.0,147.0,1.0,1.0
182,390000.0,2.8,3000.0,2.0,1.0,1.0,1751.0,17496.0,221.0,1.0,1.0
183,390000.0,4.4,3031.0,2.0,1.0,1.0,472.0,3593.0,92.0,1.0,1.0
184,390000.0,5.9,3032.0,2.0,1.0,1.0,1957.0,6567.0,24.0,1.0,2.0
185,390000.0,6.3,3143.0,1.0,1.0,0.0,881.0,4836.0,70.0,1.0,0.0
186,390000.0,7.7,3184.0,1.0,1.0,1.0,644.0,8989.0,57.0,1.0,0.0
187,390000.0,9.7,3103.0,1.0,1.0,1.0,740.0,5682.0,31.0,0.0,0.0
188,390000.0,11.2,3073.0,2.0,1.0,1.0,122.0,21650.0,0.0,1.0,1.0
189,390000.0,11.2,3073.0,2.0,1.0,1.0,133.0,21650.0,0.0,1.0,1.0
190,390000.0,13.6,3043.0,3.0,2.0,1.0,158.0,1071.0,132.0,0.0,2.0
191,390000.0,14.0,3047.0,2.0,1.0,1.0,165.0,851.0,127.0,2.0,1.0
192,390000.0,14.7,3030.0,3.0,1.0,2.0,530.0,16166.0,79.0,0.0,2.0
193,390000.0,18.4,3029.0,3.0,2.0,1.0,289.0,5811.0,252.0,1.0,2.0
194,390000.0,20.6,3064.0,3.0,1.0,1.0,301.0,15510.0,84.0,0.0,1.0
195,390000.0,25.5,3750.0,2.0,1.0,1.0,197.0,2940.0,214.0,1.0,1.0
196,390500.0,3.3,3141.0,1.0,1.0,0.0,775.0,14887.0,44.0,1.0,0.0
197,392000.0,8.4,3072.0,1.0,1.0,1.0,629.0,14577.0,2.0,1.0,1.0
198,392250.0,9.1,3015.0,2.0,1.0,2.0,462.0,984.0,152.0,0.0,2.0
199,392250.0,19.6,3076.0,3.0,1.0,1.0,227.0,10926.0,76.0,1.0,1.0
200,393000.0,9.4,3041.0,2.0,1.0,1.0,999.0,1308.0,156.0,1.0,2.0
201,395000.0,2.6,3052.0,1.0,1.0,1.0,2469.0,2309.0,134.0,1.0,1.0
202,395000.0,5.3,3122.0,1.0,1.0,1.0,910.0,11308.0,22.0,1.0,0.0
203,395000.0,6.1,3182.0,1.0,1.0,1.0,1286.0,13240.0,45.0,1.0,0.0
204,395000.0,11.2,3073.0,1.0,1.0,1.0,94.0,21650.0,0.0,0.0,1.0
205,395000.0,11.2,3073.0,2.0,1.0,1.0,166.0,21650.0,0.0,1.0,1.0
206,395000.0,29.8,3338.0,3.0,1.0,1.0,649.0,4718.0,158.0,0.0,7.0
207,399000.0,8.7,3032.0,2.0,1.0,1.0,904.0,4918.0,43.0,0.0,2.0
208,400000.0,3.3,3141.0,1.0,1.0,1.0,1424.0,14887.0,44.0,1.0,0.0
209,400000.0,5.1,3181.0,1.0,1.0,1.0,706.0,4380.0,111.0,1.0,0.0
210,400000.0,5.9,3055.0,2.0,1.0,1.0,73.0,7082.0,46.0,1.0,1.0
211,400000.0,6.1,3182.0,2.0,1.0,1.0,797.0,13240.0,45.0,1.0,0.0
212,400000.0,8.7,3032.0,2.0,1.0,2.0,54.0,4918.0,43.0,2.0,2.0
213,400000.0,8.7,3032.0,2.0,1.0,2.0,3967.0,4918.0,43.0,1.0,2.0
214,400000.0,10.5,3081.0,2.0,1.0,1.0,127.0,2947.0,49.0,1.0,3.0
215,400000.0,11.2,3046.0,2.0,1.0,1.0,102.0,8870.0,11.0,2.0,1.0
216,400000.0,11.2,3073.0,3.0,1.0,1.0,172.0,21650.0,0.0,1.0,1.0
217,400000.0,12.4,3060.0,3.0,1.0,1.0,285.0,5070.0,29.0,0.0,1.0
218,400000.0,13.0,3166.0,2.0,1.0,1.0,100.0,3145.0,120.0,1.0,0.0
219,400000.0,20.6,3064.0,3.0,1.0,2.0,368.0,5833.0,171.0,0.0,1.0
220,400000.0,25.5,3750.0,3.0,2.0,1.0,213.0,2940.0,214.0,0.0,1.0
221,400000.0,29.8,3338.0,3.0,2.0,2.0,800.0,4718.0,158.0,0.0,7.0
222,400000.0,31.7,3337.0,4.0,2.0,2.0,643.0,3600.0,192.0,0.0,7.0
223,400000.0,41.0,3910.0,2.0,1.0,1.0,196.0,8743.0,241.0,1.0,5.0
224,400500.0,7.5,3123.0,1.0,1.0,1.0,71.0,6482.0,36.0,1.0,0.0
225,401000.0,25.5,3750.0,2.0,1.0,1.0,115.0,2940.0,214.0,2.0,1.0
226,401500.0,2.7,3141.0,1.0,1.0,1.0,10.0,14887.0,44.0,1.0,0.0
227,401500.0,19.6,3076.0,2.0,2.0,1.0,149.0,10926.0,76.0,2.0,1.0
228,403500.0,34.9,3201.0,2.0,2.0,3.0,339.0,8060.0,191.0,0.0,4.0
229,405000.0,8.0,3040.0,2.0,1.0,1.0,121.0,9264.0,5.0,1.0,2.0
230,405000.0,9.2,3012.0,2.0,2.0,1.0,2787.0,3873.0,38.0,1.0,2.0
231,405000.0,9.4,3081.0,1.0,1.0,2.0,374.0,2674.0,50.0,0.0,3.0
232,405000.0,11.2,3073.0,2.0,1.0,1.0,121.0,21650.0,0.0,1.0,1.0
233,405000.0,11.2,3073.0,2.0,1.0,1.0,171.0,21650.0,0.0,1.0,1.0
234,405000.0,11.4,3163.0,2.0,1.0,1.0,967.0,7822.0,28.0,1.0,0.0
235,405000.0,31.7,3337.0,4.0,2.0,2.0,590.0,3600.0,192.0,0.0,7.0
236,405000.0,31.7,3429.0,3.0,1.0,3.0,515.0,14092.0,106.0,0.0,2.0
237,406000.0,13.8,3018.0,2.0,1.0,1.0,65.0,5301.0,52.0,1.0,2.0
238,407000.0,15.3,3074.0,2.0,1.0,1.0,140.0,7955.0,119.0,1.0,1.0
239,407500.0,5.9,3055.0,2.0,1.0,1.0,1097.0,7082.0,46.0,1.0,1.0
240,408000.0,8.7,3032.0,2.0,1.0,1.0,85.0,4918.0,43.0,2.0,2.0
241,408500.0,14.0,3047.0,3.0,1.0,2.0,584.0,2246.0,237.0,0.0,1.0
242,410000.0,2.3,3051.0,1.0,1.0,1.0,1045.0,6821.0,95.0,1.0,1.0
243,410000.0,6.4,3011.0,2.0,2.0,1.0,65.0,7570.0,32.0,2.0,2.0
244,410000.0,8.7,3032.0,2.0,1.0,2.0,53.0,4918.0,43.0,2.0,2.0
245,410000.0,11.2,3073.0,2.0,1.0,1.0,180.0,21650.0,0.0,1.0,1.0
246,410000.0,11.2,3073.0,3.0,1.0,1.0,250.0,21650.0,0.0,0.0,1.0
247,410000.0,11.4,3204.0,2.0,1.0,1.0,834.0,6795.0,17.0,1.0,0.0
248,410000.0,12.6,3020.0,2.0,2.0,2.0,204.0,3755.0,26.0,2.0,2.0
249,410000.0,13.0,3046.0,2.0,1.0,2.0,200.0,8870.0,11.0,1.0,1.0
250,410000.0,16.3,3075.0,2.0,1.0,1.0,143.0,8279.0,96.0,1.0,1.0
251,410000.0,19.6,3076.0,3.0,1.0,1.0,216.0,10926.0,76.0,0.0,1.0
252,410000.0,29.8,3338.0,4.0,1.0,2.0,578.0,4718.0,158.0,0.0,7.0
253,410000.0,31.7,3337.0,3.0,2.0,2.0,740.0,6065.0,222.0,0.0,6.0
254,410000.0,31.7,3429.0,3.0,2.0,2.0,600.0,14092.0,106.0,0.0,2.0
255,410000.0,31.7,3429.0,4.0,2.0,2.0,587.0,14092.0,106.0,0.0,2.0
256,410500.0,47.3,3810.0,4.0,2.0,2.0,425.0,17384.0,273.0,0.0,5.0
257,412000.0,5.2,3056.0,1.0,1.0,1.0,85.0,11918.0,4.0,0.0,1.0
258,412250.0,29.8,3338.0,3.0,1.0,2.0,592.0,4718.0,158.0,0.0,7.0
259,412500.0,14.7,3030.0,3.0,1.0,1.0,583.0,16166.0,79.0,0.0,2.0
260,412500.0,20.6,3064.0,3.0,2.0,1.0,197.0,15510.0,84.0,0.0,1.0
261,413000.0,7.9,3079.0,1.0,1.0,1.0,845.0,5549.0,39.0,1.0,3.0
262,415000.0,1.6,3066.0,1.0,1.0,1.0,3701.0,4553.0,103.0,1.0,1.0
263,415000.0,8.2,3012.0,2.0,1.0,1.0,80.0,5058.0,35.0,0.0,2.0
264,415000.0,9.4,3081.0,2.0,1.0,1.0,422.0,2674.0,50.0,0.0,3.0
265,415500.0,9.4,3041.0,2.0,1.0,1.0,82.0,1308.0,156.0,1.0,2.0
266,417500.0,19.6,3076.0,2.0,1.0,1.0,157.0,10926.0,76.0,0.0,1.0
267,418000.0,5.5,3070.0,2.0,1.0,1.0,1882.0,11364.0,10.0,1.0,1.0
268,419000.0,2.4,3121.0,2.0,1.0,1.0,3512.0,14949.0,3.0,1.0,1.0
269,420000.0,1.6,3065.0,1.0,1.0,1.0,782.0,5825.0,105.0,1.0,1.0
270,420000.0,5.5,3070.0,2.0,1.0,1.0,1000.0,11364.0,10.0,1.0,1.0
271,420000.0,7.9,3079.0,1.0,1.0,1.0,55.0,5549.0,39.0,1.0,3.0
272,420000.0,8.2,3012.0,2.0,1.0,1.0,781.0,5058.0,35.0,1.0,2.0
273,420000.0,9.1,3015.0,2.0,1.0,1.0,78.0,984.0,152.0,0.0,2.0
274,420000.0,9.2,3146.0,1.0,1.0,1.0,805.0,10412.0,8.0,1.0,0.0
275,420000.0,10.6,3084.0,2.0,1.0,1.0,158.0,2890.0,81.0,1.0,3.0
276,420000.0,11.2,3073.0,2.0,1.0,2.0,153.0,21650.0,0.0,2.0,1.0
277,420000.0,13.0,3046.0,2.0,1.0,1.0,307.0,8870.0,11.0,2.0,1.0
278,420000.0,13.0,3204.0,2.0,1.0,0.0,1045.0,6795.0,17.0,1.0,0.0
279,420000.0,13.9,3020.0,2.0,1.0,1.0,192.0,2185.0,101.0,1.0,2.0
280,420000.0,14.6,3093.0,2.0,1.0,1.0,119.0,1624.0,248.0,1.0,3.0
